Investment_ID,Client_ID,Type_Client,Account_ID,Investment_Type,Investment_Amount,Current_Value,Interest_Rate,Start_Date,Maturity_Date,Risk_Level,Status,Created_At,Updated_At
167,132,Individual,290,Depósito a Plazo,17175.48,17381.44,1.2,2022-11-28,2023-11-28,Baja,Vencido,2022-11-22 17:27:39,2023-02-21 12:21:06
168,135,Empresa,297,Depósito a Plazo,15601.78,15788.87,1.2,2022-07-03,2023-07-03,Baja,Vencido,2022-06-28 17:07:26,2024-02-15 16:45:03
169,136,Individual,299,Fondo Renta Variable,14928.37,19052.17,5.0,2020-05-13,2025-05-13,Media,Vencido,2020-05-09 18:00:56,2023-07-31 20:50:17
170,136,Individual,298,Depósito a Plazo,19934.93,20173.98,1.2,2024-03-20,2025-03-20,Baja,Vencido,2024-03-17 09:29:39,2024-04-27 08:01:07
171,137,Individual,301,Fondo Renta Variable,5678.26,7246.82,5.0,2020-04-27,2025-04-27,Media,Vencido,2020-04-20 22:31:42,2023-02-14 17:43:54
172,138,Individual,302,Fondo Renta Variable,44618.75,45345.79,5.0,2025-01-18,2030-01-18,Media,Activo,2025-01-15 02:05:29,2025-02-11 20:58:57
173,139,Individual,305,Fondo Renta Fija,16298.33,17551.82,2.5,2020-02-06,2023-02-06,Baja,Vencido,2020-02-01 00:41:01,2024-02-08 01:08:04
174,139,Individual,305,Fondo Renta Fija,49976.88,53820.54,2.5,2021-09-10,2024-09-10,Baja,Vencido,2021-09-07 00:01:58,2023-03-02 17:41:05
175,141,Individual,310,Depósito a Plazo,9050.01,9158.54,1.2,2022-10-27,2023-10-27,Baja,Vencido,2022-10-24 03:47:04,2022-11-11 14:55:37
176,141,Individual,309,Fondo Renta Variable,43945.08,50982.47,5.0,2022-05-03,2027-05-03,Media,Activo,2022-04-27 22:15:16,2022-07-17 05:55:21
177,141,Individual,310,Fondo Renta Variable,37408.86,42572.7,5.0,2022-09-24,2027-09-24,Media,Activo,2022-09-20 07:13:39,2024-01-02 11:04:14
178,142,Individual,312,Fondo Renta Fija,26884.82,28950.54,2.5,2020-08-21,2023-08-21,Baja,Vencido,2020-08-19 02:49:16,2021-06-25 15:08:02
179,142,Individual,313,Fondo Renta Variable,80869.0,84660.45,5.0,2024-06-10,2029-06-10,Media,Activo,2024-06-09 06:15:21,2024-11-01 04:10:33
180,142,Individual,312,Depósito a Plazo,9530.02,9644.62,1.2,2023-09-17,2024-09-17,Baja,Vencido,2023-09-13 15:46:19,2024-03-28 23:13:27
181,143,Individual,314,Fondo Renta Fija,39612.77,42659.34,2.5,2020-01-29,2023-01-29,Baja,Vencido,2020-01-26 18:56:23,2022-10-20 02:39:48
182,145,Individual,317,Fondo Renta Variable,57131.87,69249.61,5.0,2021-06-09,2026-06-09,Media,Activo,2021-06-04 21:49:25,2022-11-02 10:05:59
183,145,Individual,317,Fondo Renta Variable,13700.82,15660.94,5.0,2022-08-22,2027-08-22,Media,Activo,2022-08-17 07:22:02,2024-07-06 11:10:08
184,145,Individual,317,Depósito a Plazo,5878.13,5948.62,1.2,2020-04-17,2021-04-17,Baja,Vencido,2020-04-13 19:00:59,2021-01-13 00:51:15
185,146,Individual,318,Fondo Renta Variable,87543.59,98582.09,5.0,2022-12-12,2027-12-12,Media,Activo,2022-12-07 08:40:10,2024-07-30 19:15:39
186,148,Individual,323,Fondo Renta Fija,43052.55,46360.54,2.5,2020-09-04,2023-09-04,Baja,Vencido,2020-08-29 02:20:49,2022-02-15 19:34:46
187,148,Individual,323,Fondo Renta Fija,11017.85,11723.29,2.5,2022-11-13,2025-11-13,Baja,Activo,2022-11-10 23:31:41,2024-08-17 11:18:31
188,149,Individual,325,Fondo Renta Fija,28326.57,30505.13,2.5,2022-03-22,2025-03-22,Baja,Vencido,2022-03-16 21:27:08,2023-02-03 10:25:55
189,149,Individual,325,Fondo Renta Variable,95350.41,120171.46,5.0,2020-08-21,2025-08-21,Media,Activo,2020-08-16 04:50:57,2022-07-18 09:48:09
190,151,Empresa,329,Depósito a Plazo,19712.8,19949.19,1.2,2021-09-18,2022-09-18,Baja,Vencido,2021-09-17 22:23:16,2022-07-06 08:05:09
191,153,Individual,335,Fondo Renta Fija,48055.77,51748.18,2.5,2021-01-31,2024-01-31,Baja,Vencido,2021-01-29 09:20:10,2021-06-17 10:38:05
192,153,Individual,336,Depósito a Plazo,9317.05,9429.09,1.2,2023-09-15,2024-09-15,Baja,Vencido,2023-09-08 22:59:09,2023-12-07 00:18:39
193,154,Individual,338,Depósito a Plazo,8676.13,8780.17,1.2,2022-10-08,2023-10-08,Baja,Vencido,2022-10-04 16:14:43,2023-12-15 17:30:11
194,154,Individual,338,Depósito a Plazo,8470.39,8571.96,1.2,2021-06-10,2022-06-10,Baja,Vencido,2021-06-03 23:51:51,2022-10-27 08:41:51
195,155,Individual,341,Depósito a Plazo,18751.4,18976.26,1.2,2023-01-02,2024-01-02,Baja,Vencido,2022-12-29 05:37:59,2024-10-19 15:23:35
196,155,Individual,341,Fondo Renta Variable,82258.4,99732.16,5.0,2021-06-07,2026-06-07,Media,Activo,2021-06-04 16:04:16,2025-04-01 23:42:43
197,157,Individual,346,Fondo Renta Fija,48389.98,48896.41,2.5,2024-12-16,2027-12-16,Baja,Activo,2024-12-11 02:49:34,2025-01-13 06:30:00
198,158,Individual,348,Fondo Renta Fija,24676.45,26572.49,2.5,2020-04-12,2023-04-12,Baja,Vencido,2020-04-08 18:52:56,2022-01-21 04:09:00
199,158,Individual,350,Depósito a Plazo,7111.53,7197.04,1.2,2023-11-17,2024-11-17,Baja,Vencido,2023-11-13 16:10:35,2025-04-22 11:12:48
200,159,Individual,352,Fondo Renta Fija,11250.89,11443.43,2.5,2024-09-10,2027-09-10,Baja,Activo,2024-09-06 15:45:33,2025-02-11 08:56:56
201,159,Individual,352,Depósito a Plazo,14658.82,14834.6,1.2,2022-10-22,2023-10-22,Baja,Vencido,2022-10-17 16:56:31,2023-10-08 18:44:04
202,159,Individual,352,Depósito a Plazo,12439.49,12588.66,1.2,2023-01-02,2024-01-02,Baja,Vencido,2022-12-29 12:52:26,2023-01-05 03:52:04
203,163,Individual,360,Depósito a Plazo,18067.35,18284.01,1.2,2022-02-05,2023-02-05,Baja,Vencido,2022-01-30 10:11:42,2022-09-24 07:55:20
204,164,Individual,361,Depósito a Plazo,9120.32,9229.69,1.2,2021-02-15,2022-02-15,Baja,Vencido,2021-02-10 02:58:44,2025-03-05 12:54:15
205,165,Individual,363,Depósito a Plazo,19734.24,19886.28,1.2,2024-09-26,2025-09-26,Baja,Activo,2024-09-24 06:53:49,2024-11-08 10:35:39
206,166,Individual,365,Fondo Renta Fija,43263.26,44404.09,2.5,2024-04-29,2027-04-29,Baja,Activo,2024-04-24 19:19:23,2025-04-08 19:14:49
207,167,Individual,368,Depósito a Plazo,10432.87,10444.12,1.2,2025-04-16,2026-04-16,Baja,Activo,2025-04-10 03:31:57,2025-05-14 04:35:24
208,167,Individual,368,Fondo Renta Variable,18624.17,19931.85,5.0,2023-12-28,2028-12-28,Media,Activo,2023-12-23 21:27:39,2024-09-19 14:01:04
209,168,Individual,370,Fondo Renta Fija,46828.15,50429.65,2.5,2022-05-08,2025-05-08,Baja,Vencido,2022-05-04 21:53:29,2024-04-28 22:13:54
210,168,Individual,371,Fondo Renta Fija,48937.14,49744.35,2.5,2024-09-19,2027-09-19,Baja,Activo,2024-09-16 13:18:13,2024-11-20 06:11:06
211,169,Individual,373,Fondo Renta Variable,82149.94,98463.0,5.0,2021-09-01,2026-09-01,Media,Activo,2021-08-28 12:51:29,2024-04-07 17:39:16
212,169,Individual,373,Depósito a Plazo,4895.68,4935.82,1.2,2024-09-11,2025-09-11,Baja,Activo,2024-09-07 21:38:37,2025-03-06 17:09:13
213,171,Individual,377,Depósito a Plazo,19429.78,19663.42,1.2,2024-02-17,2025-02-17,Baja,Vencido,2024-02-13 01:18:42,2024-04-16 17:12:57
214,172,Individual,378,Fondo Renta Fija,35677.16,36216.65,2.5,2024-10-09,2027-10-09,Baja,Activo,2024-10-06 05:43:05,2024-11-17 13:53:18
215,173,Individual,380,Fondo Renta Fija,3137.83,3379.16,2.5,2021-07-22,2024-07-22,Baja,Vencido,2021-07-19 02:00:29,2023-11-08 02:38:37
216,173,Individual,381,Depósito a Plazo,13977.04,14145.11,1.2,2023-08-18,2024-08-18,Baja,Vencido,2023-08-11 16:37:17,2024-06-30 09:56:36
217,173,Individual,380,Fondo Renta Variable,88702.11,101554.99,5.0,2022-08-10,2027-08-10,Media,Activo,2022-08-05 18:21:06,2023-02-17 18:56:24
218,173,Individual,382,Fondo Renta Fija,5854.44,6304.27,2.5,2020-04-07,2023-04-07,Baja,Vencido,2020-04-03 00:37:25,2025-02-25 20:40:51
219,174,Individual,384,Depósito a Plazo,16739.02,16939.75,1.2,2020-09-27,2021-09-27,Baja,Vencido,2020-09-23 09:17:34,2023-07-07 08:49:34
220,179,Empresa,395,Fondo Renta Fija,20734.7,22329.38,2.5,2021-08-17,2024-08-17,Baja,Vencido,2021-08-16 13:40:02,2025-05-07 10:05:33
221,180,Individual,396,Fondo Renta Variable,68139.53,72457.81,5.0,2024-02-14,2029-02-14,Media,Activo,2024-02-12 08:12:03,2024-04-09 19:10:46
222,183,Individual,401,Fondo Renta Fija,10381.53,10702.21,2.5,2024-02-24,2027-02-24,Baja,Activo,2024-02-21 18:10:12,2024-12-30 01:44:09
223,185,Individual,404,Depósito a Plazo,13461.93,13623.36,1.2,2021-03-25,2022-03-25,Baja,Vencido,2021-03-18 01:16:52,2022-04-10 20:43:06
224,185,Individual,405,Fondo Renta Variable,70716.54,86845.08,5.0,2021-03-03,2026-03-03,Media,Activo,2021-02-28 07:57:42,2022-04-13 20:58:46
225,185,Individual,405,Fondo Renta Variable,69414.32,81221.78,5.0,2022-02-28,2027-02-28,Media,Activo,2022-02-23 18:41:46,2022-11-12 07:42:26
226,185,Individual,406,Fondo Renta Fija,49825.05,51211.56,2.5,2024-04-08,2027-04-08,Baja,Activo,2024-04-02 10:29:23,2024-10-17 18:14:07
227,187,Individual,410,Fondo Renta Variable,27002.07,30031.4,5.0,2023-03-15,2028-03-15,Media,Activo,2023-03-13 05:27:08,2024-07-24 07:10:10
228,188,Individual,411,Fondo Renta Variable,99630.91,110232.6,5.0,2023-04-23,2028-04-23,Media,Activo,2023-04-16 15:57:48,2023-10-30 12:52:37
229,188,Individual,411,Fondo Renta Variable,18931.32,19797.73,5.0,2024-06-18,2029-06-18,Media,Activo,2024-06-16 05:14:57,2025-01-31 03:58:30
230,189,Individual,413,Depósito a Plazo,12739.05,12891.81,1.2,2021-01-03,2022-01-03,Baja,Vencido,2021-01-02 03:34:04,2021-08-09 18:20:37
231,190,Individual,415,Depósito a Plazo,500.58,504.93,1.2,2024-08-27,2025-08-27,Baja,Activo,2024-08-25 15:06:27,2025-01-15 21:20:15
232,190,Individual,415,Depósito a Plazo,1632.15,1651.72,1.2,2024-05-17,2025-05-17,Baja,Vencido,2024-05-12 01:41:41,2024-05-26 12:05:10
233,191,Individual,418,Fondo Renta Variable,79741.09,93767.45,5.0,2022-01-22,2027-01-22,Media,Activo,2022-01-17 02:47:57,2022-12-27 01:44:33
234,191,Individual,418,Fondo Renta Fija,14243.69,14778.28,2.5,2023-11-21,2026-11-21,Baja,Activo,2023-11-14 02:03:19,2024-01-22 14:06:40
235,191,Individual,418,Fondo Renta Fija,14044.87,15125.04,2.5,2021-09-22,2024-09-22,Baja,Vencido,2021-09-20 15:57:00,2025-02-20 23:29:12
236,193,Empresa,424,Depósito a Plazo,10654.78,10782.55,1.2,2022-06-18,2023-06-18,Baja,Vencido,2022-06-17 18:44:06,2024-10-31 08:41:12
237,193,Empresa,424,Fondo Renta Fija,12573.78,13129.75,2.5,2023-08-18,2026-08-18,Baja,Activo,2023-08-17 16:21:15,2024-06-05 19:22:27
238,194,Individual,425,Depósito a Plazo,18728.9,18953.49,1.2,2022-11-12,2023-11-12,Baja,Vencido,2022-11-08 03:58:43,2025-04-03 04:54:12
239,194,Individual,425,Fondo Renta Variable,21081.03,26240.7,5.0,2020-11-22,2025-11-22,Media,Activo,2020-11-15 23:41:59,2022-05-25 10:33:27
240,194,Individual,425,Fondo Renta Fija,41776.26,44989.22,2.5,2022-04-15,2025-04-15,Baja,Vencido,2022-04-09 14:36:09,2023-04-07 06:08:09
241,197,Empresa,430,Depósito a Plazo,1487.82,1505.66,1.2,2024-04-27,2025-04-27,Baja,Vencido,2024-04-24 12:52:36,2025-04-09 12:34:22
242,197,Empresa,430,Fondo Renta Variable,97664.16,109363.49,5.0,2023-01-23,2028-01-23,Media,Activo,2023-01-21 13:13:34,2025-04-10 07:22:06
243,198,Individual,433,Depósito a Plazo,17840.36,17907.49,1.2,2025-01-24,2026-01-24,Baja,Activo,2025-01-23 22:32:04,2025-03-31 04:40:43
244,198,Individual,433,Fondo Renta Variable,48534.24,61941.29,5.0,2020-04-09,2025-04-09,Media,Vencido,2020-04-02 02:47:54,2021-07-27 11:51:15
245,198,Individual,433,Fondo Renta Variable,33476.31,37451.45,5.0,2023-01-30,2028-01-30,Media,Activo,2023-01-26 14:23:32,2024-09-04 11:44:48
246,198,Individual,433,Depósito a Plazo,5214.83,5277.36,1.2,2021-07-21,2022-07-21,Baja,Vencido,2021-07-19 12:50:58,2022-12-06 13:34:15
247,199,Individual,434,Fondo Renta Variable,39625.93,48011.4,5.0,2021-06-12,2026-06-12,Media,Activo,2021-06-05 06:25:43,2023-01-01 00:38:20
248,199,Individual,434,Fondo Renta Fija,38544.35,41332.34,2.5,2022-07-21,2025-07-21,Baja,Activo,2022-07-18 05:38:43,2023-07-17 05:20:31
249,201,Individual,438,Fondo Renta Fija,17907.79,18517.2,2.5,2024-01-10,2027-01-10,Baja,Activo,2024-01-07 17:10:58,2025-01-08 17:44:43
250,201,Individual,437,Fondo Renta Fija,32423.96,34708.19,2.5,2022-08-16,2025-08-16,Baja,Activo,2022-08-14 16:39:32,2024-04-12 15:27:18
251,203,Individual,443,Depósito a Plazo,10975.0,11106.61,1.2,2020-10-18,2021-10-18,Baja,Vencido,2020-10-14 20:17:06,2021-08-27 14:10:14
252,205,Individual,448,Depósito a Plazo,5972.53,6044.15,1.2,2020-08-15,2021-08-15,Baja,Vencido,2020-08-11 08:32:32,2023-11-07 02:47:57
253,205,Individual,448,Fondo Renta Variable,64772.13,75941.96,5.0,2022-02-13,2027-02-13,Media,Activo,2022-02-07 22:35:23,2024-02-23 00:28:42
254,206,Individual,451,Depósito a Plazo,9692.98,9794.17,1.2,2024-07-05,2025-07-05,Baja,Activo,2024-07-02 19:41:58,2024-12-24 15:16:23
255,207,Individual,453,Fondo Renta Fija,6859.04,7324.9,2.5,2022-09-20,2025-09-20,Baja,Activo,2022-09-15 06:01:33,2023-08-23 12:01:17
256,207,Individual,452,Fondo Renta Variable,90776.5,105863.58,5.0,2022-03-25,2027-03-25,Media,Activo,2022-03-19 04:10:51,2023-04-14 01:39:13
257,208,Individual,454,Fondo Renta Variable,44173.49,55154.32,5.0,2020-10-30,2025-10-30,Media,Activo,2020-10-24 20:52:13,2021-07-16 00:15:56
258,208,Individual,454,Depósito a Plazo,8196.38,8294.67,1.2,2022-12-06,2023-12-06,Baja,Vencido,2022-12-01 06:24:32,2024-10-11 15:23:32
259,209,Individual,456,Fondo Renta Fija,4043.33,4191.96,2.5,2023-12-02,2026-12-02,Baja,Activo,2023-11-26 19:20:46,2024-11-10 03:52:40
260,210,Individual,459,Fondo Renta Variable,97078.83,105418.94,5.0,2023-09-10,2028-09-10,Media,Activo,2023-09-07 16:27:51,2024-02-01 18:52:32
261,211,Individual,460,Fondo Renta Fija,34062.48,36679.71,2.5,2020-09-07,2023-09-07,Baja,Vencido,2020-09-05 16:32:58,2023-12-17 08:18:47
262,211,Individual,460,Fondo Renta Fija,18430.56,19584.12,2.5,2022-12-03,2025-12-03,Baja,Activo,2022-11-27 20:09:59,2024-09-19 11:38:39
263,211,Individual,460,Depósito a Plazo,15179.72,15351.72,1.2,2024-06-08,2025-06-08,Baja,Activo,2024-06-02 11:00:51,2024-07-18 02:17:56
264,213,Individual,463,Fondo Renta Variable,53742.58,66673.26,5.0,2020-12-17,2025-12-17,Media,Activo,2020-12-15 00:55:43,2022-04-03 17:20:33
265,214,Individual,466,Fondo Renta Fija,42472.19,43598.05,2.5,2024-04-27,2027-04-27,Baja,Activo,2024-04-20 03:37:20,2025-01-11 19:12:02
266,214,Individual,467,Fondo Renta Variable,41548.15,51338.66,5.0,2021-01-16,2026-01-16,Media,Activo,2021-01-14 07:13:34,2021-08-30 16:46:24
267,214,Individual,466,Fondo Renta Variable,47108.62,47780.4,5.0,2025-02-02,2030-02-02,Media,Activo,2025-01-31 10:37:56,2025-04-21 23:40:48
268,215,Individual,470,Fondo Renta Fija,27315.63,29414.45,2.5,2020-11-07,2023-11-07,Baja,Vencido,2020-10-31 16:32:52,2025-03-19 14:31:07
269,215,Individual,471,Fondo Renta Variable,81467.7,82167.16,5.0,2025-03-16,2030-03-16,Media,Activo,2025-03-09 14:42:37,2025-03-21 22:27:53
270,221,Individual,481,Fondo Renta Variable,36935.49,37024.41,5.0,2025-05-01,2030-05-01,Media,Activo,2025-04-27 05:35:30,2025-05-02 05:33:13
271,221,Individual,480,Depósito a Plazo,15970.78,16162.83,1.2,2023-07-13,2024-07-13,Baja,Vencido,2023-07-12 19:39:04,2023-07-22 19:05:24
272,222,Individual,482,Fondo Renta Variable,86251.35,99903.42,5.0,2022-05-15,2027-05-15,Media,Activo,2022-05-14 17:26:36,2023-05-15 18:21:04
273,223,Empresa,483,Depósito a Plazo,8930.17,9037.55,1.2,2020-01-08,2021-01-08,Baja,Vencido,2020-01-05 09:45:45,2024-01-03 04:53:59
274,223,Empresa,483,Depósito a Plazo,13067.1,13224.23,1.2,2023-08-26,2024-08-26,Baja,Vencido,2023-08-22 05:47:00,2025-01-28 12:37:26
275,224,Individual,486,Fondo Renta Variable,28101.77,33525.02,5.0,2021-10-06,2026-10-06,Media,Activo,2021-10-04 16:58:31,2024-09-23 19:02:21
276,224,Individual,486,Fondo Renta Fija,44344.87,47752.15,2.5,2020-04-08,2023-04-08,Baja,Vencido,2020-04-01 00:53:06,2024-04-29 05:33:59
277,225,Individual,489,Depósito a Plazo,19617.98,19645.55,1.2,2025-04-06,2026-04-06,Baja,Activo,2025-04-01 07:14:09,2025-04-06 21:03:30
278,225,Individual,489,Depósito a Plazo,10013.52,10133.93,1.2,2023-09-21,2024-09-21,Baja,Vencido,2023-09-15 05:44:38,2024-06-15 19:54:06
279,226,Individual,490,Depósito a Plazo,885.73,896.35,1.2,2022-11-11,2023-11-11,Baja,Vencido,2022-11-07 21:38:19,2025-05-19 14:57:46
280,229,Individual,496,Fondo Renta Variable,35522.1,37028.89,5.0,2024-07-12,2029-07-12,Media,Activo,2024-07-08 03:17:34,2024-09-18 19:32:54
281,229,Individual,496,Fondo Renta Variable,45311.64,53474.42,5.0,2021-12-26,2026-12-26,Media,Activo,2021-12-22 21:21:17,2022-10-25 23:45:21
282,231,Individual,501,Fondo Renta Fija,21643.49,22410.31,2.5,2023-12-21,2026-12-21,Baja,Activo,2023-12-18 18:13:09,2024-10-11 01:39:11
283,231,Individual,501,Fondo Renta Variable,19576.83,22234.58,5.0,2022-10-09,2027-10-09,Media,Activo,2022-10-05 21:09:26,2023-07-14 12:53:01
284,232,Individual,504,Fondo Renta Variable,23368.63,25652.31,5.0,2023-06-21,2028-06-21,Media,Activo,2023-06-17 21:36:46,2023-08-21 13:32:45
285,233,Empresa,506,Depósito a Plazo,7022.21,7106.42,1.2,2021-09-28,2022-09-28,Baja,Vencido,2021-09-23 23:03:36,2025-02-13 10:47:57
286,233,Empresa,507,Fondo Renta Fija,17707.84,18243.72,2.5,2024-03-04,2027-03-04,Baja,Activo,2024-02-26 06:47:53,2025-05-08 02:50:28
287,234,Individual,508,Fondo Renta Variable,14303.11,15950.31,5.0,2023-02-23,2028-02-23,Media,Activo,2023-02-19 04:40:29,2024-11-26 01:19:57
288,234,Individual,508,Fondo Renta Variable,80933.75,83682.17,5.0,2024-09-11,2029-09-11,Media,Activo,2024-09-06 18:39:42,2024-09-13 05:49:14
289,234,Individual,508,Fondo Renta Fija,8870.28,9552.48,2.5,2022-04-11,2025-04-11,Baja,Vencido,2022-04-08 22:11:03,2023-06-23 17:40:58
290,234,Individual,508,Fondo Renta Variable,43516.06,48243.16,5.0,2023-04-08,2028-04-08,Media,Activo,2023-04-03 05:34:37,2024-01-14 21:45:27
291,235,Empresa,509,Fondo Renta Fija,21993.76,23683.67,2.5,2020-11-15,2023-11-15,Baja,Vencido,2020-11-08 05:13:02,2023-09-07 13:51:18
292,235,Empresa,509,Fondo Renta Variable,23047.21,28058.97,5.0,2021-05-07,2026-05-07,Media,Activo,2021-05-05 00:52:33,2023-11-27 16:56:44
293,236,Individual,510,Depósito a Plazo,2394.89,2423.69,1.2,2023-08-11,2024-08-11,Baja,Vencido,2023-08-05 18:56:47,2025-04-20 19:13:36
294,236,Individual,510,Fondo Renta Variable,79854.42,80852.64,5.0,2025-02-15,2030-02-15,Media,Activo,2025-02-10 21:09:11,2025-03-17 14:56:10
295,236,Individual,510,Depósito a Plazo,2148.45,2174.21,1.2,2022-09-03,2023-09-03,Baja,Vencido,2022-08-27 14:53:51,2024-07-18 17:26:20
296,236,Individual,510,Fondo Renta Fija,15540.49,16213.38,2.5,2023-08-31,2026-08-31,Baja,Activo,2023-08-29 22:49:26,2024-05-18 03:07:11
297,237,Individual,511,Fondo Renta Fija,49627.46,53127.24,2.5,2022-08-15,2025-08-15,Baja,Activo,2022-08-14 06:48:59,2023-11-05 11:34:42
298,238,Empresa,514,Fondo Renta Variable,75341.18,93219.2,5.0,2021-01-06,2026-01-06,Media,Activo,2021-01-03 12:19:36,2024-05-18 13:50:24
299,239,Individual,516,Depósito a Plazo,3054.47,3091.2,1.2,2023-10-03,2024-10-03,Baja,Vencido,2023-09-28 12:38:15,2024-02-29 22:37:06
300,240,Individual,518,Fondo Renta Variable,78649.65,89554.12,5.0,2022-09-20,2027-09-20,Media,Activo,2022-09-13 21:26:25,2023-05-26 18:11:29
301,241,Individual,520,Depósito a Plazo,18278.17,18497.36,1.2,2021-08-26,2022-08-26,Baja,Vencido,2021-08-19 11:23:27,2022-11-12 10:22:15
302,241,Individual,520,Fondo Renta Fija,44867.81,45864.53,2.5,2024-06-28,2027-06-28,Baja,Activo,2024-06-25 19:05:09,2025-04-10 14:53:06
303,242,Individual,521,Depósito a Plazo,16235.79,16431.02,1.2,2023-07-07,2024-07-07,Baja,Vencido,2023-07-01 22:17:20,2025-03-07 11:23:21
304,242,Individual,521,Fondo Renta Fija,40911.04,44057.46,2.5,2021-08-18,2024-08-18,Baja,Vencido,2021-08-11 08:46:18,2024-03-24 09:34:54
305,243,Individual,522,Fondo Renta Variable,71656.27,77978.79,5.0,2023-08-25,2028-08-25,Media,Activo,2023-08-18 07:31:00,2025-01-16 17:46:14
306,244,Individual,525,Fondo Renta Variable,55076.5,60128.58,5.0,2023-08-01,2028-08-01,Media,Activo,2023-07-25 16:40:27,2025-03-30 17:06:41
307,245,Individual,527,Depósito a Plazo,2827.79,2861.7,1.2,2021-09-10,2022-09-10,Baja,Vencido,2021-09-03 07:24:04,2023-05-25 23:52:44
308,246,Individual,528,Depósito a Plazo,15489.56,15504.74,1.2,2025-04-19,2026-04-19,Baja,Activo,2025-04-16 17:15:31,2025-05-09 22:29:39
309,246,Individual,528,Depósito a Plazo,8612.68,8715.96,1.2,2022-08-10,2023-08-10,Baja,Vencido,2022-08-05 15:45:28,2023-02-16 00:27:32
310,249,Individual,534,Fondo Renta Fija,23678.2,25499.26,2.5,2021-11-29,2024-11-29,Baja,Vencido,2021-11-25 12:06:16,2022-07-03 13:04:36
311,250,Individual,535,Depósito a Plazo,4042.93,4091.41,1.2,2021-05-06,2022-05-06,Baja,Vencido,2021-04-29 12:07:11,2025-03-01 16:10:38
312,250,Individual,535,Fondo Renta Variable,98870.69,120789.52,5.0,2021-04-11,2026-04-11,Media,Activo,2021-04-04 04:44:31,2024-07-19 03:17:50
313,250,Individual,536,Fondo Renta Fija,42278.65,44595.03,2.5,2023-03-22,2026-03-22,Baja,Activo,2023-03-20 02:50:42,2023-05-09 15:49:51
314,251,Individual,537,Depósito a Plazo,7515.67,7605.8,1.2,2021-08-03,2022-08-03,Baja,Vencido,2021-07-28 05:43:58,2024-09-24 10:03:14
315,254,Empresa,544,Fondo Renta Variable,59864.95,76401.98,5.0,2020-03-19,2025-03-19,Media,Vencido,2020-03-14 14:02:25,2021-02-20 21:33:24
316,254,Empresa,543,Fondo Renta Variable,7514.84,9344.14,5.0,2020-11-30,2025-11-30,Media,Activo,2020-11-29 22:05:45,2023-04-09 20:34:10
317,255,Empresa,545,Fondo Renta Fija,4479.47,4735.13,2.5,2023-02-18,2026-02-18,Baja,Activo,2023-02-17 15:49:39,2024-05-16 14:46:13
318,255,Empresa,545,Fondo Renta Variable,71374.68,76498.51,5.0,2023-12-17,2028-12-17,Media,Activo,2023-12-13 16:01:24,2024-01-13 22:27:53
319,255,Empresa,545,Fondo Renta Fija,37713.4,39314.46,2.5,2023-09-12,2026-09-12,Baja,Activo,2023-09-05 02:33:04,2024-05-16 14:51:45
320,256,Empresa,546,Fondo Renta Fija,24111.74,25966.15,2.5,2021-10-05,2024-10-05,Baja,Vencido,2021-09-30 22:09:04,2023-04-06 00:34:35
321,256,Empresa,546,Fondo Renta Fija,30271.4,32599.54,2.5,2021-11-26,2024-11-26,Baja,Vencido,2021-11-24 04:31:03,2023-07-30 05:18:58
322,257,Individual,549,Fondo Renta Variable,63985.63,75906.9,5.0,2021-11-17,2026-11-17,Media,Activo,2021-11-11 11:06:21,2022-02-26 11:09:23
323,258,Individual,550,Fondo Renta Fija,37276.66,40143.56,2.5,2022-01-26,2025-01-26,Baja,Vencido,2022-01-19 06:06:49,2023-08-03 09:52:17
324,259,Individual,551,Fondo Renta Variable,62780.76,71666.73,5.0,2022-09-01,2027-09-01,Media,Activo,2022-08-27 20:49:45,2024-11-12 18:57:13
325,260,Individual,553,Fondo Renta Variable,11255.11,11440.03,5.0,2025-01-17,2030-01-17,Media,Activo,2025-01-12 13:12:45,2025-03-01 12:05:27
326,261,Individual,556,Fondo Renta Variable,55594.95,66235.46,5.0,2021-10-16,2026-10-16,Media,Activo,2021-10-13 06:59:58,2021-12-01 03:57:37
327,261,Individual,556,Depósito a Plazo,4981.57,5037.19,1.2,2024-06-13,2025-06-13,Baja,Activo,2024-06-09 21:41:01,2024-11-09 08:04:26
328,261,Individual,557,Fondo Renta Fija,11085.31,11937.87,2.5,2021-06-23,2024-06-23,Baja,Vencido,2021-06-19 00:21:11,2021-08-22 09:29:07
329,262,Individual,558,Depósito a Plazo,9589.77,9705.08,1.2,2023-08-02,2024-08-02,Baja,Vencido,2023-07-27 19:06:03,2023-08-23 20:43:01
